Column,word,desc,time,lang,pos
1664,nocente,"nocente
                  
                  
                  (Adjective)
                  ""harmful;"" ""guilty""
               
                    From Latin nocentem, accusative of nocens 'id.' From nocere ""to harm.""
                    From Proto-Italic *nok-eje- ""to cause death,"" especially a murderous death. From Proto-Indo-European *noḱ-ei̯e- ""to cause death,"" but originally a euphemism that meant ""to cause to disappear."" Derived from the root *neḱ- ""death,"" ""disappearance."" 
                 

Indo-European




Romance
Galician nocer, Catalan noure, French nuire, Italian nuocere


Indo-Iranian
Sanskrit nāśáya- ""to make disappear,"" Old Persian vināθayatiy ""he damages""

 
Indo-European

 
Romance
Galician nocer, Catalan noure, French nuire, Italian nuocere
 
Indo-Iranian
Sanskrit nāśáya- ""to make disappear,"" Old Persian vināθayatiy ""he damages""",No Time Found,Latin,Adjective
1665,noche,"noche
                  f.
                  
                  (Noun)
                  ""night""
               
                    12th cent. From Latin noctem, accusative case of nox 'id.'
                    From Proto-Italic *nok-t- 'id.' From Proto-Indo-European *nógwh-t- 'id.'
                 

Indo-European




Romance
Asturian nueche, Portuguese noite, Galician noite, Catalan nit, French nuit, Italian notte, Aromanian noapti, Romanian noapte, Sardinian noti


Celtic
Gaulish nox ""night,"" Old Irish innocht ""tonight,"" Old Welsh he-noid 'id.,' Middle Breton hanoez 'id.,' Cornish haneth 'id.'


Germanic
Gothic nahts ""night,"" Old Norse nǫ́tt 'id.,' Old High German naht 'id.,' Old Saxon naht 'id.,' Old English næht 'id.' (English night)


Albanian
Albanian natë ""night""


Balto-Slavic
Old Church Slavonic noštь ""night,"" Russian noč' 'id.,' Czech noc 'id.,' Polish noc 'id.,' Slovene nọ̑č 'id.,' Old Prussian naktin 'id.,' Lithuanian naktìs 'id.,' Latvian nakts 'id.'


Hellenic
Ancient Greek νύξ (nyks) ""night""


Indo-Iranian
Sanskrit nákt- ""night""


Tocharian
B nekcīye ""at night""

 
Indo-European

 
Romance
Asturian nueche, Portuguese noite, Galician noite, Catalan nit, French nuit, Italian notte, Aromanian noapti, Romanian noapte, Sardinian noti
 
Celtic
Gaulish nox ""night,"" Old Irish innocht ""tonight,"" Old Welsh he-noid 'id.,' Middle Breton hanoez 'id.,' Cornish haneth 'id.'
 
Germanic
Gothic nahts ""night,"" Old Norse nǫ́tt 'id.,' Old High German naht 'id.,' Old Saxon naht 'id.,' Old English næht 'id.' (English night)
 
Albanian
Albanian natë ""night""
 
Balto-Slavic
Old Church Slavonic noštь ""night,"" Russian noč' 'id.,' Czech noc 'id.,' Polish noc 'id.,' Slovene nọ̑č 'id.,' Old Prussian naktin 'id.,' Lithuanian naktìs 'id.,' Latvian nakts 'id.'
 
Hellenic
Ancient Greek νύξ (nyks) ""night""
 
Indo-Iranian
Sanskrit nákt- ""night""
 
Tocharian
B nekcīye ""at night""",12th cent.,Latin,Noun
1666,nombre,"nombre
                  m.
                  
                  (Noun)
                  ""name;"" ""noun""
               
                    12th cent. Old Spanish nomne, from Vulgar Latin *nomine, from Latin nomen 'id.' 
                    From Proto-Italic *nōm-n- 'id.' From Proto-Indo-European *h3neh3-mn- 'id.'
                 
Variants
11th cent. Old Spanish nomen, Colunga nome
 

Indo-European




Romance
Asturian nome, Portuguese nome, Galician nome, Catalan nom, French nom, Italian nome, Aromanian numã, Romanian nume, Sardinian nomene


Italic
Oscan numneís ""of the name,"" Umbrian numen ""name""


Celtic
Gaulish anuana ""name,"" Old Irish ainm 'id.,' Old Welsh anu 'id.,' Middle Breton hanu 'id.,' Cornish enw 'id.'


Germanic
Gothic namo ""name,"" Old Norse nafn 'id.,' Old High German namo 'id.,' Old Saxon namo 'id.,' Old English nama 'id.' (English name)


Albanian
Albanian emër ""name""


Balto-Slavic
Old Church Slavonic imę ""name,"" Russian ímja 'id.,' Czech jméno 'id.,' Polish imię 'id.,' Slovene imę̑ 'id.,' Old Prussian emmens 'id.'


Hellenic
Ancient Greek ὄνομα (ónoma) ""name""


Phrygian
Phrygian onoman ""name""


Armenian
Armenian anown ""name""


Indo-Iranian
Sanskrit nā́man- ""name,"" Avestan nāman- 'id.'


Tocharian
A ñom ""name,"" B ñem 'id.'

 
Indo-European

 
Romance
Asturian nome, Portuguese nome, Galician nome, Catalan nom, French nom, Italian nome, Aromanian numã, Romanian nume, Sardinian nomene
 
Italic
Oscan numneís ""of the name,"" Umbrian numen ""name""
 
Celtic
Gaulish anuana ""name,"" Old Irish ainm 'id.,' Old Welsh anu 'id.,' Middle Breton hanu 'id.,' Cornish enw 'id.'
 
Germanic
Gothic namo ""name,"" Old Norse nafn 'id.,' Old High German namo 'id.,' Old Saxon namo 'id.,' Old English nama 'id.' (English name)
 
Albanian
Albanian emër ""name""
 
Balto-Slavic
Old Church Slavonic imę ""name,"" Russian ímja 'id.,' Czech jméno 'id.,' Polish imię 'id.,' Slovene imę̑ 'id.,' Old Prussian emmens 'id.'
 
Hellenic
Ancient Greek ὄνομα (ónoma) ""name""
 
Phrygian
Phrygian onoman ""name""
 
Armenian
Armenian anown ""name""
 
Indo-Iranian
Sanskrit nā́man- ""name,"" Avestan nāman- 'id.'
 
Tocharian
A ñom ""name,"" B ñem 'id.'",12th cent.,Old Spanish,Noun
1667,-nomía,"-nomía
                  
                  
                  (Suffix)
                  ""joined by laws,"" ""bound by norms""
               
                    Borrowed from Greek -νομία (nomía) 'id.,' from Ancient Greek νόμος (nómos) ""law."" From the verb νέμω (némo) ""I distribute"" (see Némesis).",No Time Found,Ancient Greek,No POS found
1668,nominar,"nominar
                  
                  
                  (Verb)
                  ""to name""
               
                    From Latin nominare 'id.,' a verb derived from nomen ""name"" (see nombre).",No Time Found,Latin,Verb
1669,nona,"nona
                  f.
                  
                  (Noun)
                  ""grandma""
               
                    13th cent. Borrowed from Latin nonna ""old woman,"" ""wet nurse."" Also note 12th cent. Old Spanish nana ""married woman.""
                    
                 

Indo-European




Romance
French nonne, Italian nonna

 
Indo-European

 
Romance
French nonne, Italian nonna",13th cent.,Latin,Noun
1670,norma,"norma
                  f.
                  
                  (Noun)
                  ""rule""
               
                    17th cent. borrowing from Latin norma ""carpenter's square,"" but also ""standard."" Perhaps borrowed from Etruscan, which in turn borrowed from Ancient Greek γνώμων ‎(gnṓmōn) ""judge."" 
                    
                 

Indo-European




Romance
Portuguese norma, Italian norma

 
Indo-European

 
Romance
Portuguese norma, Italian norma",17th cent.,Latin,Noun
1671,normal,"normal
                  
                  
                  (Adjective)
                  ""normal""
               
                    19th cent. From Latin normalis 'id.,' from Latin norma ""carpenter's square,"" but also ""standard"" (see norma).
                    
                 

Indo-European




Romance
Portuguese normal, French normal, Italian normale, Romanian normal

 
Indo-European

 
Romance
Portuguese normal, French normal, Italian normale, Romanian normal",19th cent.,Latin,Adjective
1672,norte,"norte
                  m.
                  
                  (Noun)
                  ""north""
               
                    Late 15th cent. Borrowed from Old French nort 'id.,' borrowed from Old English norþ (north).
                    From Proto-Germanic *nurþera- 'id.' From Proto-Indo-European *h1n̥r-tero- 'id.'
                 

Indo-European




Romance
Asturian norte, Portuguese norte, Galician norte, Catalan nord, French nord, Italian nord, Romanian nord


Italic
Oscan nertrak ""left,"" Umbrian nertru 'id.'


Germanic
Old Norse norðr ""north,"" Middle High German norder ""north,"" English north


Hellenic
Ancient Greek ἔνεροι (éneroi) ""those below,


Tocharian
B ñor ""below""

 
Indo-European

 
Romance
Asturian norte, Portuguese norte, Galician norte, Catalan nord, French nord, Italian nord, Romanian nord
 
Italic
Oscan nertrak ""left,"" Umbrian nertru 'id.'
 
Germanic
Old Norse norðr ""north,"" Middle High German norder ""north,"" English north
 
Hellenic
Ancient Greek ἔνεροι (éneroi) ""those below,
 
Tocharian
B ñor ""below""",15th cent.,French,Noun
1673,nos,"nos
                  
                  
                  (Personal Pronoun)
                  ""(to) us""
               
                    10th cent. From Latin nos ""we,"" ""us."" 
                    From Proto-Italic *nōs 'id.' Taken from the accusative in Proto-Indo-European *nōs 'id.'
                 

Indo-European




Romance
Asturian nós, Portuguese nós, Galician nós, Catalan nós, French nous, Italian noi, Aromanian noi, Romanian noi, Sardinian nois

 
Indo-European

 
Romance
Asturian nós, Portuguese nós, Galician nós, Catalan nós, French nous, Italian noi, Aromanian noi, Romanian noi, Sardinian nois",10th cent.,Latin,Pronoun
1674,nosotros,"nosotros
                  
                  
                  (Personal Pronoun)
                  ""we""
               
                    14th cent. From Old Spanish nós ""we"" and otros ""others."" See nos and otro respectively.",14th cent.,Old Spanish,Pronoun
1675,nota,"nota
                  f.
                  
                  (Noun)
                  ""note;"" ""grade""
               
                    13th cent. From Latin nota ""note."" Probably originally meaning ""sign"" or ""signal,"" as notare meant ""to mark"" (in order to be noticed).
                    Of unknown origin.
                 

Indo-European




Romance
Portuguese nota, French note

 
Indo-European

 
Romance
Portuguese nota, French note",13th cent.,Latin,Noun
1676,noticia,"noticia
                  f.
                  
                  (Noun)
                  ""message;"" ""news,"" ""piece of news""
               
                    13th cent. From Latin notitia ""fame,"" ""notice."" From notus ""known,"" the passive participle of noscere ""to know"" (see conocer for further etymology).
                    
                 

Indo-European




Romance
Portuguese notícia, French notice

 
Indo-European

 
Romance
Portuguese notícia, French notice",13th cent.,Latin,Noun
1677,noviembre,"noviembre
                  m.
                  
                  (Noun)
                  ""November""
               
                    13th cent. From Latin novembrem, accusative of november 'id.' From *novem membris ""of the ninth month."" From novem ""nine"" (see nueve) and mensis ""month"" (see mes).
                    
                 

Indo-European




Romance
Asturian noviembre, Galician novembro, Portuguese novembro, Catalan novembre, French novembre, Italian novembre, Aromanian nuembru, Romanian noiembrie

 
Indo-European

 
Romance
Asturian noviembre, Galician novembro, Portuguese novembro, Catalan novembre, French novembre, Italian novembre, Aromanian nuembru, Romanian noiembrie",13th cent.,Latin,Noun
1678,novio,"novio
                  
                  
                  (Noun)
                  ""romantic partner;"" (masc.) ""groom""
               
                    13th cent. From Vulgar Latin novius ""newlywed,"" from Latin novus ""new"" (see nuevo).",13th cent.,Vulgar Latin,Noun
1679,nudo (1),"nudo (1)
                  
                  
                  (Adjective)
                  ""naked""
               
                    13th cent. From Latin nudus 'id.'
                    From Proto-Italic *noweþo- 'id.' From Proto-Indo-European *nogw-odho- 'id.,' derived from *nogws 'id.'
                 

Indo-European




Celtic
Old Irish nocht ""naked,"" Middle Welsh noeth 'id.,' Old Breton noit 'id.,' Cornish noeth 'id.'


Germanic
Gothic naqaþs ""naked,"" Old Norse nøkkviðr ""naked,"" Old High German nackot ""naked,"" Old English nacod 'id.' (English naked)


Balto-Slavic
Old Church Slavonic nagъ ""naked,"" Russian nagój 'id.,' Czech nahý 'id.,' Polish nagi 'id.,' Slovene nȃg 'id.,' Old Prussian nognan ""leather,"" Lithuanian núogas ""naked,"" Latvian nuôgs 'id.'


Armenian
Armenian merk ""naked""


Indo-Iranian
Sanskrit nagná- ""naked,"" Young Avestan maɣna- 'id.'

 
Indo-European

 
Celtic
Old Irish nocht ""naked,"" Middle Welsh noeth 'id.,' Old Breton noit 'id.,' Cornish noeth 'id.'
 
Germanic
Gothic naqaþs ""naked,"" Old Norse nøkkviðr ""naked,"" Old High German nackot ""naked,"" Old English nacod 'id.' (English naked)
 
Balto-Slavic
Old Church Slavonic nagъ ""naked,"" Russian nagój 'id.,' Czech nahý 'id.,' Polish nagi 'id.,' Slovene nȃg 'id.,' Old Prussian nognan ""leather,"" Lithuanian núogas ""naked,"" Latvian nuôgs 'id.'
 
Armenian
Armenian merk ""naked""
 
Indo-Iranian
Sanskrit nagná- ""naked,"" Young Avestan maɣna- 'id.'",13th cent.,Latin,Adjective
